strategy_id,family,cluster_dimension,cluster_value,trade_count,expectancy,payoff_ratio,win_rate,average_MFE,average_MAE,drawdown_contribution,profit_concentration,stability_across_subperiods,hotspot_score
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,symbol,AMZN,231,53.17167662314024,1.0601119199213032,0.6493506493506493,0.07280570670889541,-0.06007705567673346,12752.322505844671,25034.97980579007,0.8333333333333334,255.85108419834197
dse_exact_user_subset_5y,Down Streak Exhaustion,symbol,TSLA,23,79.48683271528125,2.423225773929304,0.4782608695652174,0.09932545146710794,-0.04988526210405209,1496.9390678666164,3325.136220318085,0.4,244.8557528422578
dse_exact_user_subset_5y,Down Streak Exhaustion,regime_bucket,market_uptrend,223,24.929248699477718,1.7913649916041685,0.4977578475336323,0.04278501442339972,-0.028692435826854185,7169.761170103069,12728.9836300866,1.0,241.66995249372403
ma_regime_continuation_rep_user_subset_5y,Breakout / Trend-Continuation Family,symbol,NVDA,33,82.94315400356774,1.6449169686822396,0.5151515151515151,0.11079478896875994,-0.0999169076681226,3660.6061327246794,6397.730214842414,0.5,240.55879638395749
breakout_consolidation_rep_user_subset_5y,Breakout / Trend-Continuation Family,vol_bucket,mid_vol,76,52.04092221037181,1.3073568562724147,0.6052631578947368,0.06709405961025475,-0.049278835383944335,3936.9456260397897,7892.055714028048,0.8,236.4283127406727
ma_regime_continuation_rep_user_subset_5y,Breakout / Trend-Continuation Family,holding_bucket,31d+,45,60.21652785597666,1.519083706856811,0.6222222222222222,0.06309717133895174,-0.06465223127797248,1804.0660917345153,4513.809845253466,0.6666666666666666,233.48062512928757
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,vol_bucket,low_vol,445,46.28074419550956,1.2246025256476802,0.6089887640449438,0.06617768490360473,-0.05408905549107666,22699.560808505885,43294.49197550764,0.6666666666666666,230.49248385167257
ma_regime_continuation_rep_user_subset_5y,Breakout / Trend-Continuation Family,vol_bucket,mid_vol,59,60.57410025715197,1.5445998862653678,0.559322033898305,0.08440393621016434,-0.06911203438133318,3721.024666238732,7294.896581410698,0.6,229.84687800381275
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,holding_bucket,31d+,285,61.801381000884,0.9854748634874458,0.656140350877193,0.0996649606265424,-0.0710030912447769,20005.05983642715,37618.453421679085,0.6666666666666666,229.6472472652505
cross_sectional_momentum_rep_user_subset_5y,Momentum / Relative-Strength Family,holding_bucket,31d+,355,83.92949232181223,1.394737845430418,0.6281690140845071,0.11478708307631345,-0.06675522412782062,21968.452389817136,51763.422164060474,0.3333333333333333,229.23909073378664
gap_reversion_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,day_of_week,Wednesday,31,42.43731905424198,2.5186733660256158,0.45161290322580644,0.0643216729249059,-0.03741978917524526,1224.6834263984729,2540.2403170799744,0.6,222.26265883936813
volatility_contraction_breakout_rep_user_subset_5y,Breakout / Trend-Continuation Family,symbol,TSLA,15,161.9936190554807,1.4830370382977325,0.6666666666666666,0.2428984548437703,-0.08927880318913951,1235.9169548890718,3665.8212407212823,0.3333333333333333,222.03124958793597
rsi_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,symbol,NVDA,160,41.04959583338531,1.2707126167334746,0.60625,0.06323521594178914,-0.04847781405042112,6866.676774373889,13434.61210771554,0.8333333333333334,220.88119221323566
volatility_contraction_breakout_rep_user_subset_5y,Breakout / Trend-Continuation Family,symbol,META,42,70.58800245918661,1.101065459679157,0.6666666666666666,0.07614395258623186,-0.060848847371827754,2466.2006904109617,5430.8967936968,0.75,219.24602863326322
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,regime_bucket,market_not_uptrend,177,66.8644758482652,0.943531883162093,0.6101694915254238,0.12963682563006412,-0.12185505607977151,24820.061359189,36655.07358433194,0.6666666666666666,217.9415491467916
dse_exact_user_subset_5y,Down Streak Exhaustion,side,long,231,26.47636604095255,1.7968748471232956,0.5021645021645021,0.04356704498161579,-0.029656391018531677,7527.435958444714,13643.47651390475,0.8333333333333334,215.93915381341623
dse_exact_user_subset_5y,Down Streak Exhaustion,time_of_day_bucket,daily_session,231,26.47636604095255,1.7968748471232956,0.5021645021645021,0.04356704498161579,-0.029656391018531677,7527.435958444714,13643.47651390475,0.8333333333333334,215.93915381341623
dse_exact_user_subset_5y,Down Streak Exhaustion,holding_bucket,6-10d,231,26.47636604095255,1.7968748471232956,0.5021645021645021,0.04356704498161579,-0.029656391018531677,7527.435958444714,13643.47651390475,0.8333333333333334,215.93915381341623
dse_exact_user_subset_5y,Down Streak Exhaustion,day_of_week,Friday,61,31.228429568428123,2.3983813514832586,0.4918032786885246,0.04207944255842949,-0.02629418594511463,1442.0240052295776,3346.958208903693,0.6666666666666666,206.0752022239882
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,trend_alignment,trend_aligned,1349,51.53831566999404,1.083300312778688,0.6041512231282431,0.09286180755124722,-0.07900199849878409,106413.12845375852,175938.31629258048,0.5,201.2127186491491
zscore_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,vol_bucket,mid_vol,216,28.66750890358898,1.3029422680356157,0.5925925925925926,0.046652275728123214,-0.0336034264319676,6917.180202411127,13109.362125586347,1.0,200.9505127336287
zscore_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,regime_bucket,market_not_uptrend,45,52.6668863253522,1.4629778287969462,0.6222222222222222,0.06231274619780948,-0.04874130245841526,1681.3224750989098,4051.3323597397584,0.6666666666666666,196.66578944659685
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,holding_bucket,31d+,436,73.80811533620248,1.2853162438765118,0.6238532110091743,0.1072673600798649,-0.06659907498310101,28434.290689276444,60614.62897586072,0.3333333333333333,192.26120714314746
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,gap_bucket,>=3%,68,74.80337920457507,0.9964596616036919,0.6470588235294118,0.1486426364399435,-0.0957896737791676,6151.871095076809,11238.500880987915,0.6,189.36249545858485
ma_regime_continuation_rep_user_subset_5y,Breakout / Trend-Continuation Family,gap_bucket,>=3%,14,88.89127663792623,1.5634900731624244,0.5714285714285714,0.09755062493305323,-0.08001787482016534,1147.3506997692243,2391.828572700191,0.5,188.18325963390663
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,symbol,META,250,44.76891911705243,0.9498427632068075,0.636,0.08081299545403697,-0.07021808554283501,16967.812094027755,28160.04187329086,0.8,187.96898599422343
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,day_of_week,Tuesday,439,55.423591198631065,1.0991014438311015,0.6082004555808656,0.0941939085527845,-0.08196305650818088,34455.14225433484,58786.09879053387,0.5,185.39143842788968
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,side,long,2053,46.87678092559489,1.0304836353510463,0.6030199707744763,0.09392071047200762,-0.0821435391028521,170235.29509302106,266473.3263332674,0.5,184.22714766053812
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,time_of_day_bucket,daily_session,2053,46.87678092559489,1.0304836353510463,0.6030199707744763,0.09392071047200762,-0.0821435391028521,170235.29509302106,266473.3263332674,0.5,184.22714766053812
zscore_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,symbol,NVDA,99,43.1419091903021,1.1047321827271035,0.6363636363636364,0.06946799853533263,-0.048437073902433236,4576.378975292627,8847.427985132535,0.8333333333333334,182.90298976380674
zscore_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,gap_bucket,-3% to -1%,176,27.843674906571252,1.5132993238533283,0.5454545454545454,0.04828507274782004,-0.03553066112471457,6005.7988829325595,10906.2856664891,0.8333333333333334,181.75107040715085
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,vol_bucket,low_vol,648,37.80599152569844,1.1056292679304631,0.6141975308641975,0.0626887552665673,-0.05179990222865053,32227.721367273698,56726.00387592628,0.6666666666666666,180.4461812036855
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,regime_bucket,market_uptrend,1876,44.990948302293916,1.0433619553846305,0.6023454157782516,0.09055090642990953,-0.07839677017699136,145415.23373383205,229818.25274893543,0.5,176.9104316976862
gap_reversion_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,vol_bucket,mid_vol,58,34.47624251057273,1.8543630800959392,0.5689655172413793,0.04609877095885849,-0.03799674800384976,1381.1840911338224,3380.8061567470413,0.6666666666666666,173.78864524945067
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,holding_bucket,11-30d,1768,44.470948899883695,1.0392481412335022,0.5944570135746606,0.09299474254551301,-0.08393936921572055,150230.2352565939,228854.8729115883,0.5,172.80685764821337
rsi_pullback_rep_user_subset_5y,RSI Pullback / Z-Score Pullback / Gap Reversion Family,vol_bucket,mid_vol,417,22.473196044587663,1.273201988439795,0.5755395683453237,0.04117100223341679,-0.03232339515564388,12901.483805746804,22272.806556339856,1.0,172.6927346588686
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,symbol,QQQ,99,54.489195189186916,1.3756415212856608,0.6666666666666666,0.057082892975306956,-0.038813329666119424,3080.273258290182,8474.703582019689,0.5,172.59625090143967
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,gap_bucket,1% to 3%,296,53.88426060830989,1.1187639853015783,0.5912162162162162,0.10624182100022728,-0.09333385525839263,25806.67637904749,41756.41751910721,0.5,171.6198197562139
volatility_contraction_breakout_rep_user_subset_5y,Breakout / Trend-Continuation Family,vol_bucket,high_vol,84,63.05267066416358,1.0023522408863421,0.6547619047619048,0.09936681450657124,-0.07362658644866908,5878.300419825697,11174.724755615438,0.6,168.46796320979664
volatility_contraction_breakout_rep_user_subset_5y,Breakout / Trend-Continuation Family,day_of_week,Thursday,92,58.03652152586493,1.2745191218291132,0.6630434782608695,0.07436018069831235,-0.04418273782334152,3540.866395263558,8880.226375643135,0.5,167.63514736534904
